# Term ID	Term name	num of genes	num of total genes	P-value	P-value corrected	Seed Gene IDs
GO:1902514	regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	1	9	0.00870569179528	0.0201813764345	351
GO:0010811	positive regulation of cell-substrate adhesion	1	9	0.00870569179528	0.0201813764345	10551
GO:0032204	regulation of telomere maintenance	1	9	0.00870569179528	0.0201813764345	4000
GO:0030198	extracellular matrix organization	1	10	0.00966876797155	0.0208355140795	351
GO:0008306	associative learning	1	10	0.00966876797155	0.0208355140795	351
GO:0071383	cellular response to steroid hormone stimulus	1	10	0.00966876797155	0.0208355140795	2908
GO:0016358	dendrite development	1	10	0.00966876797155	0.0208355140795	351
GO:0019732	antifungal humoral response	1	10	0.00966876797155	0.0208355140795	351
GO:1900273	positive regulation of long-term synaptic potentiation	1	11	0.0106310019707	0.0219803148854	351
GO:0001774	microglial cell activation	1	11	0.0106310019707	0.0219803148854	351
GO:0007268	chemical synaptic transmission	1	11	0.0106310019707	0.0219803148854	351
GO:1905606	regulation of presynapse assembly	1	12	0.0115923944477	0.0224510930443	351
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	1	12	0.0115923944477	0.0224510930443	351
GO:0008542	visual learning	1	12	0.0115923944477	0.0224510930443	351
GO:0035235	ionotropic glutamate receptor signaling pathway	1	12	0.0115923944477	0.0224510930443	351
GO:0006998	nuclear envelope organization	1	12	0.0115923944477	0.0224510930443	4000
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	1	13	0.0125529460565	0.023711120329	351
GO:2000406	positive regulation of T cell migration	1	13	0.0125529460565	0.023711120329	351
GO:0045821	positive regulation of glycolytic process	1	14	0.0135126574512	0.0243227834122	351
GO:1900181	negative regulation of protein localization to nucleus	1	14	0.0135126574512	0.0243227834122	351
GO:0010569	regulation of double-strand break repair via homologous recombination	1	14	0.0135126574512	0.0243227834122	6118
GO:0032930	positive regulation of superoxide anion generation	1	14	0.0135126574512	0.0243227834122	351
GO:1990166	protein localization to site of double-strand break	1	15	0.0144715292848	0.025160727052	6117
GO:0008285	negative regulation of cell population proliferation	2	194	0.0143732371844	0.025160727052	4000;351
GO:0051262	protein tetramerization	1	15	0.0144715292848	0.025160727052	351
GO:0010800	positive regulation of peptidyl-threonine phosphorylation	1	16	0.0154295622104	0.0262302557577	351
GO:0007626	locomotory behavior	1	16	0.0154295622104	0.0262302557577	351
GO:1990000	amyloid fibril formation	1	17	0.0163867568809	0.0272518891607	351
GO:0090398	cellular senescence	1	17	0.0163867568809	0.0272518891607	4000
GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway	1	18	0.0173431139481	0.0282286854687	10551
GO:0090026	positive regulation of monocyte chemotaxis	1	18	0.0173431139481	0.0282286854687	351
GO:0050850	positive regulation of calcium-mediated signaling	1	19	0.0182986340622	0.0294704317001	351
GO:2001238	positive regulation of extrinsic apoptotic signaling pathway	1	21	0.0202071660404	0.0315479224916	351
GO:2000463	positive regulation of excitatory postsynaptic potential	1	21	0.0202071660404	0.0315479224916	351
GO:0006417	regulation of translation	1	21	0.0202071660404	0.0315479224916	351
GO:0051247	positive regulation of protein metabolic process	1	22	0.0211601792042	0.0327020951338	351
GO:0043525	positive regulation of neuron apoptotic process	1	23	0.022112358018	0.0328465123957	351
GO:1902894	negative regulation of miRNA transcription	1	23	0.022112358018	0.0328465123957	351
GO:0050808	synapse organization	1	23	0.022112358018	0.0328465123957	351
GO:0070555	response to interleukin-1	1	23	0.022112358018	0.0328465123957	351
GO:0034504	protein localization to nucleus	1	24	0.0230637031321	0.0339302555694	4000
GO:0007409	axonogenesis	1	25	0.0240142151933	0.0346620275903	351
GO:0045931	positive regulation of mitotic cell cycle	1	25	0.0240142151933	0.0346620275903	351
GO:0019731	antibacterial humoral response	1	26	0.0249638948512	0.035041063415	351
GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	1	26	0.0249638948512	0.035041063415	351
GO:0045429	positive regulation of nitric oxide biosynthetic process	1	26	0.0249638948512	0.035041063415	351
GO:0007612	learning	1	27	0.0259127427541	0.036042269467	351
GO:0007613	memory	1	28	0.0268607595507	0.036693716172	351
GO:0007611	learning or memory	1	28	0.0268607595507	0.036693716172	351
GO:0071560	cellular response to transforming growth factor beta stimulus	1	29	0.0278079458849	0.0376514665521	2908
GO:0032722	positive regulation of chemokine production	1	31	0.0296998297593	0.0395136865494	351
GO:0019722	calcium-mediated signaling	1	31	0.0296998297593	0.0395136865494	351
GO:0045666	positive regulation of neuron differentiation	1	32	0.0306445285915	0.0400736143119	351
GO:1904646	cellular response to amyloid-beta	1	32	0.0306445285915	0.0400736143119	351
GO:0006897	endocytosis	1	34	0.0325314432716	0.0421806001742	351
