BIANA ID	UniProt ID	Gene Symbol	Description	Gene ID	Equivalent Entries
7302	O00170	AIP	RecName: Full=AH receptor-interacting protein; Short=AIP; AltName: Full=Aryl-hydrocarbon receptor-interacting protein; AltName: Full=HBV X-associated protein 2; Short=XAP-2; AltName: Full=Immunophilin homolog ARA9;	9049	-
14982	Q6UXS9	CASP12	RecName: Full=Inactive caspase-12; Short=CASP-12;	100506742	-
43568	P20823	HNF1A	RecName: Full=Hepatocyte nuclear factor 1-alpha; Short=HNF-1-alpha; Short=HNF-1A; AltName: Full=Liver-specific transcription factor LF-B1; Short=LFB1; AltName: Full=Transcription factor 1; Short=TCF-1;	6927	-
12972	P04798	CYP1A1	RecName: Full=Cytochrome P450 1A1 {ECO:0000303|PubMed:11555828}; Short=CYPIA1 {ECO:0000303|PubMed:10681376}; EC=1.14.14.1 {ECO:0000269|PubMed:12865317, ECO:0000269|PubMed:15041462, ECO:0000269|PubMed:15805301, ECO:0000269|PubMed:18577768}; AltName: Full=Cytochrome P450 form 6; AltName: Full=Cytochrome P450-C; AltName: Full=Cytochrome P450-P1; AltName: Full=Hydroperoxy icosatetraenoate dehydratase {ECO:0000305|PubMed:21068195}; EC=4.2.1.152 {ECO:0000269|PubMed:21068195};	1543	-
43565	P35680	HNF1B	RecName: Full=Hepatocyte nuclear factor 1-beta; Short=HNF-1-beta; Short=HNF-1B; AltName: Full=Homeoprotein LFB3; AltName: Full=Transcription factor 2; Short=TCF-2; AltName: Full=Variant hepatic nuclear factor 1; Short=vHNF1;	6928	-
15048	P22413	ENPP1	RecName: Full=Ectonucleotide pyrophosphatase/phosphodiesterase family member 1; Short=E-NPP 1 {ECO:0000303|PubMed:15072822}; AltName: Full=Alkaline phosphodiesterase I {ECO:0000303|PubMed:8001561}; EC=3.1.4.1 {ECO:0000269|PubMed:8001561}; AltName: Full=Membrane component chromosome 6 surface marker 1; AltName: Full=Nucleotide diphosphatase {ECO:0000305}; AltName: Full=Nucleotide pyrophosphatase {ECO:0000303|PubMed:8001561}; Short=NPPase; EC=3.6.1.9 {ECO:0000269|PubMed:8001561}; AltName: Full=Phosphodiesterase I/nucleotide pyrophosphatase 1; AltName: Full=Plasma-cell membrane glycoprotein PC-1 {ECO:0000303|PubMed:2211644}; Contains: RecName: Full=Ectonucleotide pyrophosphatase/phosphodiesterase family member 1, secreted form {ECO:0000305};	5167	-
14475	P29475	NOS1	RecName: Full=Nitric oxide synthase 1 {ECO:0000312|HGNC:HGNC:7872}; EC=1.14.13.39 {ECO:0000269|PubMed:35772285}; AltName: Full=Constitutive NOS; AltName: Full=NC-NOS; AltName: Full=NOS type I; AltName: Full=Neuronal NOS; Short=N-NOS; Short=nNOS; AltName: Full=Nitric oxide synthase, brain {ECO:0000305}; Short=bNOS {ECO:0000305}; AltName: Full=Peptidyl-cysteine S-nitrosylase NOS1;	4842	-
43679	Q9NP66	HMG20A	RecName: Full=High mobility group protein 20A; AltName: Full=HMG box-containing protein 20A; AltName: Full=HMG domain-containing protein 1; AltName: Full=HMG domain-containing protein HMGX1;	10363	-
14476	P29474	NOS3	RecName: Full=Nitric oxide synthase 3 {ECO:0000312|HGNC:HGNC:7876}; EC=1.14.13.39 {ECO:0000269|PubMed:1378832, ECO:0000269|PubMed:35772285}; AltName: Full=Constitutive NOS; Short=cNOS; AltName: Full=EC-NOS; AltName: Full=NOS type III; Short=NOSIII; AltName: Full=Nitric oxide synthase, endothelial {ECO:0000305}; Short=Endothelial NOS {ECO:0000305}; Short=eNOS {ECO:0000305};	4846	-
13489	Q07869	PPARA	RecName: Full=Peroxisome proliferator-activated receptor alpha; Short=PPAR-alpha; AltName: Full=Nuclear receptor subfamily 1 group C member 1;	5465	-
17263	Q9H8U3	ZFAND3	RecName: Full=AN1-type zinc finger protein 3; AltName: Full=Testis-expressed protein 27;	60685	-
15998	P17252	PRKCA	RecName: Full=Protein kinase C alpha type; Short=PKC-A; Short=PKC-alpha; EC=2.7.11.13 {ECO:0000269|PubMed:25313067, ECO:0000269|PubMed:36040231};	5578	-
54918	Q96G97	BSCL2	RecName: Full=Seipin; AltName: Full=Bernardinelli-Seip congenital lipodystrophy type 2 protein;	26580	-
57637	O43918	AIRE	RecName: Full=Autoimmune regulator; AltName: Full=Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy protein; Short=APECED protein;	326	-
52203	P62633	CNBP	RecName: Full=CCHC-type zinc finger nucleic acid binding protein {ECO:0000312|HGNC:HGNC:13164}; AltName: Full=Cellular nucleic acid-binding protein {ECO:0000305}; Short=CNBP {ECO:0000305}; AltName: Full=Zinc finger protein 9;	7555	-
27200	Q86SQ7	SDCCAG8	RecName: Full=Serologically defined colon cancer antigen 8; AltName: Full=Antigen NY-CO-8; AltName: Full=Centrosomal colon cancer autoantigen protein; Short=hCCCAP;	10806	-
43812	Q03014	HHEX	RecName: Full=Hematopoietically-expressed homeobox protein HHEX; Short=Homeobox protein HEX; AltName: Full=Homeobox protein PRH; AltName: Full=Proline-rich homeodomain protein {ECO:0000303|PubMed:7911091};	3087	-
53770	P78556	CCL20	RecName: Full=C-C motif chemokine 20; AltName: Full=Beta-chemokine exodus-1; AltName: Full=CC chemokine LARC; AltName: Full=Liver and activation-regulated chemokine; AltName: Full=Macrophage inflammatory protein 3 alpha; Short=MIP-3-alpha; AltName: Full=Small-inducible cytokine A20; Contains: RecName: Full=CCL20(1-67); Contains: RecName: Full=CCL20(1-64); Contains: RecName: Full=CCL20(2-70); Flags: Precursor;	6364	-
9270	O15357	INPPL1	RecName: Full=Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 {ECO:0000305}; EC=3.1.3.86 {ECO:0000269|PubMed:10194451, ECO:0000269|PubMed:16824732, ECO:0000269|PubMed:9660833}; AltName: Full=Inositol polyphosphate phosphatase-like protein 1 {ECO:0000303|PubMed:8530088}; Short=INPPL-1 {ECO:0000303|PubMed:8530088}; AltName: Full=Protein 51C {ECO:0000303|PubMed:9660833}; AltName: Full=SH2 domain-containing inositol 5'-phosphatase 2 {ECO:0000312|HGNC:HGNC:6080}; Short=SH2 domain-containing inositol phosphatase 2 {ECO:0000303|PubMed:11739414}; Short=SHIP-2 {ECO:0000303|PubMed:11739414};	3636	-
11180	P25445	FAS	RecName: Full=Tumor necrosis factor receptor superfamily member 6; AltName: Full=Apo-1 antigen; AltName: Full=Apoptosis-mediating surface antigen FAS; AltName: Full=FASLG receptor; AltName: CD_antigen=CD95; Flags: Precursor;	355	-
13845	P06213	INSR	RecName: Full=Insulin receptor; Short=IR; EC=2.7.10.1; AltName: CD_antigen=CD220; Contains: RecName: Full=Insulin receptor subunit alpha; Contains: RecName: Full=Insulin receptor subunit beta; Flags: Precursor;	3643	-
15936	P02545	LMNA	RecName: Full=Prelamin-A/C; Contains: RecName: Full=Lamin-A/C; AltName: Full=70 kDa lamin; AltName: Full=Renal carcinoma antigen NY-REN-32; Flags: Precursor;	4000	-
33726	P52945	PDX1	RecName: Full=Pancreas/duodenum homeobox protein 1; Short=PDX-1; AltName: Full=Glucose-sensitive factor; Short=GSF; AltName: Full=Insulin promoter factor 1; Short=IPF-1; AltName: Full=Insulin upstream factor 1; Short=IUF-1; AltName: Full=Islet/duodenum homeobox-1; Short=IDX-1; AltName: Full=Somatostatin-transactivating factor 1; Short=STF-1;	3651	-
33929	O95613	PCNT	RecName: Full=Pericentrin; AltName: Full=Kendrin; AltName: Full=Pericentrin-B;	5116	-
31437	Q92932	PTPRN2	RecName: Full=Receptor-type tyrosine-protein phosphatase N2; Short=R-PTP-N2; EC=3.1.3.-; EC=3.1.3.48 {ECO:0000305|PubMed:8798755}; AltName: Full=Islet cell autoantigen-related protein {ECO:0000303|PubMed:8798755}; Short=IAR {ECO:0000303|PubMed:8798755}; Short=ICAAR {ECO:0000303|PubMed:8954911}; AltName: Full=Phogrin {ECO:0000303|PubMed:25421040, ECO:0000303|PubMed:8878534}; Contains: RecName: Full=IA-2beta60; Flags: Precursor;	5799	-
45222	Q8NEA6	GLIS3	RecName: Full=Zinc finger protein GLIS3; AltName: Full=GLI-similar 3; AltName: Full=Zinc finger protein 515;	169792	-
8873	Q13426	XRCC4	RecName: Full=DNA repair protein XRCC4 {ECO:0000305}; Short=hXRCC4 {ECO:0000303|PubMed:14599745}; AltName: Full=X-ray repair cross-complementing protein 4 {ECO:0000303|PubMed:8548796}; Contains: RecName: Full=Protein XRCC4, C-terminus {ECO:0000305|PubMed:33725486}; Short=XRCC4/C {ECO:0000303|PubMed:33725486};	7518	-
41790	Q86VZ6	JAZF1	RecName: Full=Juxtaposed with another zinc finger protein 1 {ECO:0000305}; AltName: Full=TAK1-interacting protein 27; AltName: Full=Zinc finger protein 802;	221895	-
13239	P43304	GPD2	RecName: Full=Glycerol-3-phosphate dehydrogenase, mitochondrial {ECO:0000305}; Short=GPD-M; Short=GPDH-M; EC=1.1.5.3 {ECO:0000269|PubMed:9070847}; AltName: Full=mitohondrial glycerophosphate dehydrogenase gene {ECO:0000303|PubMed:9070847}; Short=mGDH {ECO:0000303|PubMed:9070847}; AltName: Full=mtGPD; Flags: Precursor;	2820	-
12434	P42224	STAT1	RecName: Full=Signal transducer and activator of transcription 1-alpha/beta; AltName: Full=Transcription factor ISGF-3 components p91/p84;	6772	-
39470	Q9NQ48	LZTFL1	RecName: Full=Leucine zipper transcription factor-like protein 1;	54585	-
16263	O60779	SLC19A2	RecName: Full=Thiamine transporter 1; Short=ThTr-1; Short=ThTr1; AltName: Full=Solute carrier family 19 member 2; AltName: Full=Thiamine carrier 1; Short=TC1;	10560	-
9179	Q12756	KIF1A	RecName: Full=Kinesin-like protein KIF1A; AltName: Full=Axonal transporter of synaptic vesicles; AltName: Full=Microtubule-based motor KIF1A; AltName: Full=Unc-104- and KIF1A-related protein; Short=hUnc-104;	547	-
9175	Q07108	CD69	RecName: Full=Early activation antigen CD69; AltName: Full=Activation inducer molecule; Short=AIM; AltName: Full=BL-AC/P26; AltName: Full=C-type lectin domain family 2 member C; AltName: Full=EA1; AltName: Full=Early T-cell activation antigen p60; AltName: Full=GP32/28; AltName: Full=Leukocyte surface antigen Leu-23; AltName: Full=MLR-3; AltName: CD_antigen=CD69;	969	-
7048	P00390	GSR	RecName: Full=Glutathione reductase, mitochondrial; Short=GR; Short=GRase; EC=1.8.1.7 {ECO:0000269|PubMed:17185460}; Flags: Precursor;	2936	-
12534	P11168	SLC2A2	RecName: Full=Solute carrier family 2, facilitated glucose transporter member 2 {ECO:0000305}; AltName: Full=Glucose transporter type 2, liver {ECO:0000303|PubMed:7593414}; Short=GLUT-2 {ECO:0000303|PubMed:7593414};	6514	-
31916	Q92786	PROX1	RecName: Full=Prospero homeobox protein 1; AltName: Full=Homeobox prospero-like protein PROX1; Short=PROX-1;	5629	-
14745	O75469	NR1I2	RecName: Full=Nuclear receptor subfamily 1 group I member 2; AltName: Full=Orphan nuclear receptor PAR1; AltName: Full=Orphan nuclear receptor PXR; AltName: Full=Pregnane X receptor; AltName: Full=Steroid and xenobiotic receptor; Short=SXR;	8856	-
9901	P15884	TCF4	RecName: Full=Transcription factor 4; Short=TCF-4; AltName: Full=Class B basic helix-loop-helix protein 19; Short=bHLHb19; AltName: Full=Immunoglobulin transcription factor 2; Short=ITF-2; AltName: Full=SL3-3 enhancer factor 2; Short=SEF-2;	6925	-
51201	P02741	CRP	RecName: Full=C-reactive protein; Contains: RecName: Full=C-reactive protein(1-205); Flags: Precursor;	1401	-
13316	P41235	HNF4A	RecName: Full=Hepatocyte nuclear factor 4-alpha; Short=HNF-4-alpha; AltName: Full=Nuclear receptor subfamily 2 group A member 1; AltName: Full=Transcription factor 14; Short=TCF-14; AltName: Full=Transcription factor HNF-4;	3172	-
13557	P49841	GSK3B	RecName: Full=Glycogen synthase kinase-3 beta {ECO:0000305}; Short=GSK-3 beta; EC=2.7.11.26 {ECO:0000269|PubMed:14690523}; AltName: Full=Serine/threonine-protein kinase GSK3B; EC=2.7.11.1 {ECO:0000269|PubMed:17050006, ECO:0000269|PubMed:22539723, ECO:0000269|PubMed:25827072, ECO:0000269|PubMed:28992046, ECO:0000269|PubMed:29059170};	2932	-
13556	P49840	GSK3A	RecName: Full=Glycogen synthase kinase-3 alpha; Short=GSK-3 alpha; EC=2.7.11.26; AltName: Full=Serine/threonine-protein kinase GSK3A; EC=2.7.11.1 {ECO:0000269|PubMed:22539723, ECO:0000269|PubMed:25897075};	2931	-
14395	P69905	HBA1; HBA2	RecName: Full=Hemoglobin subunit alpha; AltName: Full=Alpha-globin; AltName: Full=Hemoglobin alpha chain; Contains: RecName: Full=Hemopressin {ECO:0000303|PubMed:18077343};	3040; 3039	-
38164	Q5HYA8	TMEM67	RecName: Full=Meckelin; AltName: Full=Meckel syndrome type 3 protein; AltName: Full=Transmembrane protein 67; Flags: Precursor;	91147	-
10216	Q93088	BHMT	RecName: Full=Betaine--homocysteine S-methyltransferase 1 {ECO:0000303|PubMed:8798461}; EC=2.1.1.5 {ECO:0000269|PubMed:10529246, ECO:0000269|PubMed:8798461, ECO:0000269|PubMed:9681996};	635	-
36611	Q13562	NEUROD1	RecName: Full=Neurogenic differentiation factor 1; Short=NeuroD; Short=NeuroD1; AltName: Full=Class A basic helix-loop-helix protein 3; Short=bHLHa3;	4760	-
9953	P01588	EPO	RecName: Full=Erythropoietin {ECO:0000303|PubMed:3838366}; AltName: INN=Epoetin; Flags: Precursor;	2056	-
15596	P30279	CCND2	RecName: Full=G1/S-specific cyclin-D2 {ECO:0000303|PubMed:1386336};	894	-
10804	P35557	GCK	RecName: Full=Hexokinase-4 {ECO:0000305}; Short=HK4 {ECO:0000305}; EC=2.7.1.1 {ECO:0000269|PubMed:11916951, ECO:0000269|PubMed:15277402, ECO:0000269|PubMed:17082186, ECO:0000269|PubMed:18322640, ECO:0000269|PubMed:19146401, ECO:0000269|PubMed:25015100, ECO:0000269|PubMed:8325892}; AltName: Full=Glucokinase {ECO:0000303|PubMed:1354840}; AltName: Full=Hexokinase type IV {ECO:0000250|UniProtKB:P17712}; Short=HK IV {ECO:0000250|UniProtKB:P17712}; AltName: Full=Hexokinase-D {ECO:0000250|UniProtKB:P17712};	2645	-
8709	P35520	CBS	RecName: Full=Cystathionine beta-synthase {ECO:0000305}; EC=4.2.1.22 {ECO:0000269|PubMed:20506325, ECO:0000269|PubMed:23974653, ECO:0000269|PubMed:23981774, ECO:0000269|PubMed:25044645}; AltName: Full=Beta-thionase; AltName: Full=Serine sulfhydrase;	875; 102724560	-
9578	Q16654	PDK4	RecName: Full=[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial; EC=2.7.11.2; AltName: Full=Pyruvate dehydrogenase kinase isoform 4; Flags: Precursor;	5166	-
38168	Q9NXB0	MKS1	RecName: Full=Tectonic-like complex member MKS1 {ECO:0000305}; AltName: Full=Meckel syndrome type 1 protein;	54903	-
8233	P05362	ICAM1	RecName: Full=Intercellular adhesion molecule 1; Short=ICAM-1; AltName: Full=Major group rhinovirus receptor; AltName: CD_antigen=CD54; Flags: Precursor;	3383	-
14113	Q07817	BCL2L1	RecName: Full=Bcl-2-like protein 1; Short=Bcl2-L-1; AltName: Full=Apoptosis regulator Bcl-X;	598	-
15746	O15527	OGG1	RecName: Full=N-glycosylase/DNA lyase; Includes: RecName: Full=8-oxoguanine DNA glycosylase; EC=3.2.2.-; Includes: RecName: Full=DNA-(apurinic or apyrimidinic site) lyase; Short=AP lyase; EC=4.2.99.18;	4968	-
19677	O75436	VPS26A	RecName: Full=Vacuolar protein sorting-associated protein 26A; AltName: Full=Vesicle protein sorting 26A; Short=hVPS26;	9559	-
14114	P10415	BCL2	RecName: Full=Apoptosis regulator Bcl-2;	596	-
54704	Q9BXI9	C1QTNF6	RecName: Full=Complement C1q tumor necrosis factor-related protein 6; Flags: Precursor;	114904	-
26785	Q6FHJ7	SFRP4	RecName: Full=Secreted frizzled-related protein 4; Short=sFRP-4; AltName: Full=Frizzled protein, human endometrium; Short=FrpHE; Flags: Precursor;	6424	-
38488	Q86YR7	MCF2L2	RecName: Full=Probable guanine nucleotide exchange factor MCF2L2; AltName: Full=Dbs-related Rho family guanine nucleotide exchange factor; AltName: Full=MCF2-transforming sequence-like protein 2;	23101	-
46724	Q9NSA1	FGF21	RecName: Full=Fibroblast growth factor 21; Short=FGF-21; Flags: Precursor;	26291	-
15920	P33176	KIF5B	RecName: Full=Kinesin-1 heavy chain {ECO:0000305}; AltName: Full=Conventional kinesin heavy chain; AltName: Full=Ubiquitous kinesin heavy chain; Short=UKHC;	3799	-
10046	P05121	SERPINE1	RecName: Full=Plasminogen activator inhibitor 1; Short=PAI; Short=PAI-1; AltName: Full=Endothelial plasminogen activator inhibitor; AltName: Full=Serpin E1; Flags: Precursor;	5054	-
15441	P63000	RAC1	RecName: Full=Ras-related C3 botulinum toxin substrate 1 {ECO:0000305}; EC=3.6.5.2 {ECO:0000269|PubMed:21565175}; AltName: Full=Cell migration-inducing gene 5 protein; AltName: Full=Ras-like protein TC25; AltName: Full=p21-Rac1; Flags: Precursor;	5879	-
9016	P51451	BLK	RecName: Full=Tyrosine-protein kinase Blk; EC=2.7.10.2 {ECO:0000269|PubMed:30356214}; AltName: Full=B lymphocyte kinase; AltName: Full=p55-Blk;	640	-
11132	P60880	SNAP25	RecName: Full=Synaptosomal-associated protein 25; Short=SNAP-25; AltName: Full=Super protein; Short=SUP; AltName: Full=Synaptosomal-associated 25 kDa protein;	6616	-
11884	P30613	PKLR	RecName: Full=Pyruvate kinase PKLR; EC=2.7.1.40 {ECO:0000269|PubMed:11960989}; AltName: Full=Pyruvate kinase 1; AltName: Full=Pyruvate kinase isozymes L/R; AltName: Full=R-type/L-type pyruvate kinase; AltName: Full=Red cell/liver pyruvate kinase;	5313	-
20753	Q96LR5	UBE2E2	RecName: Full=Ubiquitin-conjugating enzyme E2 E2; EC=2.3.2.23 {ECO:0000269|PubMed:20061386}; AltName: Full=E2 ubiquitin-conjugating enzyme E2; AltName: Full=UbcH8; AltName: Full=Ubiquitin carrier protein E2; AltName: Full=Ubiquitin-protein ligase E2;	7325	-
15443	P04179	SOD2	RecName: Full=Superoxide dismutase [Mn], mitochondrial; EC=1.15.1.1 {ECO:0000269|PubMed:10334867, ECO:0000269|PubMed:10852710, ECO:0000269|PubMed:11580280, ECO:0000269|PubMed:19265433, ECO:0000269|PubMed:8605177, ECO:0000269|PubMed:9537987, ECO:0000269|PubMed:9537988}; Flags: Precursor;	6648	-
22913	Q6YHU6	THADA	RecName: Full=tRNA (32-2'-O)-methyltransferase regulator THADA {ECO:0000305}; AltName: Full=Gene inducing thyroid adenomas protein; AltName: Full=Thyroid adenoma-associated protein;	63892	-
13916	P14780	MMP9	RecName: Full=Matrix metalloproteinase-9; Short=MMP-9; EC=3.4.24.35 {ECO:0000269|PubMed:1480034}; AltName: Full=92 kDa gelatinase; AltName: Full=92 kDa type IV collagenase {ECO:0000303|PubMed:2551898}; AltName: Full=Gelatinase B; Short=GELB; Contains: RecName: Full=67 kDa matrix metalloproteinase-9 {ECO:0000303|PubMed:1371271}; Contains: RecName: Full=82 kDa matrix metalloproteinase-9 {ECO:0000303|PubMed:1371271}; Flags: Precursor;	4318	-
15438	P31751	AKT2	RecName: Full=RAC-beta serine/threonine-protein kinase; EC=2.7.11.1 {ECO:0000269|PubMed:12517337, ECO:0000269|PubMed:15890450, ECO:0000269|PubMed:16540465, ECO:0000269|PubMed:9512493}; AltName: Full=Protein kinase Akt-2; AltName: Full=Protein kinase B beta; Short=PKB beta {ECO:0000303|PubMed:9512493}; AltName: Full=RAC protein kinase beta {ECO:0000303|PubMed:1801921}; Short=RAC-PK-beta;	208	-
13140	P05231	IL6	RecName: Full=Interleukin-6 {ECO:0000305}; Short=IL-6; AltName: Full=B-cell stimulatory factor 2; Short=BSF-2; AltName: Full=CTL differentiation factor; Short=CDF; AltName: Full=Hybridoma growth factor; AltName: Full=Interferon beta-2; Short=IFN-beta-2; Flags: Precursor;	3569	-
9386	Q04759	PRKCQ	RecName: Full=Protein kinase C theta type; EC=2.7.11.13 {ECO:0000269|PubMed:23509302, ECO:0000269|PubMed:34593629, ECO:0000269|PubMed:36040231}; AltName: Full=nPKC-theta;	5588	-
9387	Q16853	AOC3	RecName: Full=Amine oxidase [copper-containing] 3 {ECO:0000305|PubMed:19588076}; EC=1.4.3.21 {ECO:0000269|PubMed:19588076}; AltName: Full=Amine oxidase copper-containing 3 {ECO:0000312|HGNC:HGNC:550}; AltName: Full=Copper amine oxidase; AltName: Full=HPAO; AltName: Full=Semicarbazide-sensitive amine oxidase {ECO:0000303|PubMed:17400359}; Short=SSAO {ECO:0000303|PubMed:17400359}; AltName: Full=Vascular adhesion protein 1 {ECO:0000303|PubMed:9254657}; Short=VAP-1 {ECO:0000303|PubMed:9254657};	8639	-
12252	P54132	BLM	RecName: Full=RecQ-like DNA helicase BLM {ECO:0000305}; EC=5.6.2.4 {ECO:0000269|PubMed:24816114, ECO:0000269|PubMed:25901030, ECO:0000269|PubMed:9388193, ECO:0000269|PubMed:9765292}; AltName: Full=Bloom syndrome protein; AltName: Full=DNA 3'-5' helicase BLM {ECO:0000305}; AltName: Full=DNA helicase, RecQ-like type 2; Short=RecQ2; AltName: Full=RecQ protein-like 3;	641	-
